,RepCardoza,LacyClayMO1,RosLehtinen,senrobportman,RepThompson,repdonnaedwards,WhipHoyer,senorrinhatch,SenJeffMerkley,RepMcGovern,RepMikeQuigley,AllenWest,RepWilson,RepMaloney,CongressmanGT,RepYvetteClarke,RepKinzinger,MarkUdall,cbrangel,FrankPallone,repdinatitus,repjoecrowley,SenatorLeahy,SenatorBaldwin,RepGeoffDavis,SenSchumer,NydiaVelazquez,SenatorCardin,NancyPelosi,RepPaulTonko,SenatorKirk,RepBarbaraLee,RepReneeEllmers,SenJohnMcCain,SpeakerRyan,USRepLong,USRepKCastor,SenBlumenthal,SenGillibrand,senatemajldr,SpeakerBoehner,marcorubio,RepMarciaFudge,JimLangevin,SenatorTomUdall,SenatorTester,MarioDB,SenatorMenendez,RepGregoryMeeks,janschakowsky,SenDeanHeller,CongHuelskamp,RonWyden,LEETERRYNE,SenatorDurbin,RepPeteOlson,SenFeinstein,RepCummings,cathymcmorris,SenCapito,RepGoodlatte,RepDelBene,BruceBraley,RepSamGraves,RepDianeBlack,RoyBlunt,RepGwenMoore,RepRubenGallego,RepRoybalAllard,rep_stevewomack,RepTedDeutch,PattyMurray,JohnCornyn,RepDianaDeGette,SenJackReed,SenatorTimScott,RepFredUpton,RepJerryNadler,McCaskillOffice,GKButterfield,RepBrianHiggins,repcleaver,SenPatRoberts,RepDonaldPayne,replouiegohmert,SenatorCarper,SenatorLankford,RepRichardHanna,SenWhitehouse,RepHartzler,SenBobCasey,SenatorWicker,RepGaramendi,BobbyScott,BettyMcCollum04,RepSpeier,rosadelauro,keithellison,RepEBJ,RepRaulGrijalva,RepTimWalz,RepRickLarsen,SenFranken,MikeCrapo,RepPerlmutter,RepCicilline,JacksonLeeTX18,GOPLeader,MikeKellyPA,FrankLautenberg,RepTerriSewell,repjohnkline,RepDold,RepKevinBrady,RepEdRoyce,RepMeehan,ToddAkin,SteveScalise,ChrisMurphyCT,RepDWStweets,RepBillFlores,WaxmanClimate,chakafattah,Sen_JoeManchin,RepFitzpatrick,SenDonnelly,RepRickCrawford,RepHankJohnson,SenGaryPeters,PeterRoskam,SenAlexander,RepFincherTN08,RepFrankGuinta,RepSteveIsrael,RepMcKinley,SenatorIsakson,RepErikPaulsen,RepCuellar,RepLipinski,RepJoeBarton,RepStephenLynch,RepScottRigell,JackKingston,MarkWarner,boblatta,RepMarcyKaptur,RepMikeHonda,RepLoBiondo,PatrickMcHenry,maziehirono,SenJohnHoeven,RepTimRyan,RepAdrianSmith,SenBobCorker,RepTomGraves,DesJarlaisTN04,RepJohnConyers,RepGusBilirakis,louiseslaughter,BillCassidy,RepTomPrice,RepSteveStivers,RepKristiNoem,RepStevePearce,RepKarenBass,SenMikeLee,RepSteveChabot,RepLarryBucshon,RepDLamborn,TX20CharlieG,RepBillFoster,JudgeCarter,DarrellIssa,RepKevinYoder,RepDavid,RepSeanDuffy,RepJimRenacci,RepMcNerney,RepPhilGingrey,RepLindaSanchez,SenLandrieu,RepAdamSchiff,RepCharlieDent,SenatorShaheen,RepCharlesBass,RandyNeugebauer,RepLynnJenkins,RepGosar,RepTomMarino,SenJohnBarrasso,michaelcburgess,RepJeffDenham,PeteSessions,RepKenMarchant,RepJoeCourtney,JohnBoozman,RepLouBarletta,RepDennisRoss,aaronschock,RepBillJohnson,SenatorHarkin,RepLoisCapps,SenSherrodBrown,RepBonamici,MarshaBlackburn,RepMikeRogersAL,RepJohnYarmuth,ToddRokita,RepThomasMassie,SenCoonsOffice,RepGeneGreen,SenRonJohnson,RepMikeTurner,jahimes,SenatorBegich,RepMikeRogers,RepJeffDuncan,RepWebster,JohnCarneyDE,SenSanders,lisamurkowski,MicheleBachmann,DorisMatsui,JerryMoran,askgeorge,TomRooney,Call_Me_Dutch,SenToomey,SenatorBarb,SenatorBoxer,MaxineWaters,amyklobuchar,RepBobGibbs,RepShimkus,RepJimCosta,RepMikeCoffman,SenatorEnzi,ChrisVanHollen,RepAndreCarson,SenJohnThune,LorettaSanchez,DocHastings,GerryConnolly,RobWittman,NitaLowey,BilbrayCA50,GrahamBlog,jaredpolis,PeterWelch,RepZoeLofgren,ThadMcCotter,RepRibble,farenthold,RepRichmond,RepBillShuster,RepRobWoodall,TGowdySC,repsandylevin,RepWalberg,SenBennetCO,RepMcCaul,SenatorBurr,RepHastingsFL,jasoninthehouse,RepAdamSmith,SenCoryGardner,RepMarthaRoby,LamarSmithTX21,TimBishopNY,SanfordBishop,SenatorReid,InhofePress,SenThadCochran,RepBlaine,davereichert,BillPascrell,RepGarrett,SenDanCoats,RepJohnLarson,RepTipton,RepAndyHarrisMD,kaybaileyhutch,RepRobertHurt,JimDeMint,RepTomReed,RepStutzman,RepTierney,Jim_Jordan,SenStabenow,CongPalazzo,SenBrianSchatz,JeffFortenberry,RepAnnaEshoo,KenCalvert,RepHalRogers,GreggHarper,RepJoeWilson,johnculberson,Clyburn,virginiafoxx,USRepSullivan,RepJimMcDermott,RepChrisSmith,repdavidscott,MarkAmodeiNV2,RepMGriffith,RepKayGranger,ConawayTX11,SenatorCollins,SteveKingIA,JeffFlake,RepSarbanes,TomLatham,RepDanLungren,RepEdWhitfield,VernBuchanan,ChuckGrassley,RepRichardNeal,SenatorRisch,USRepRodney,SenShelby,RepMoBrooks,RepFleming,Jim_Moran,JoeLieberman,RepPeterDeFazio,RepGaryAckerman,repdonyoung,RepConnieMack,AustinScottGA08,RepHanabusa,RepRonKind,RepGuthrie,RepSchrader,RepHensarling,BillOwensNY,daveloebsack,RepVisclosky,BradSherman,JimPressOffice,RepJoeBaca,TomColeOK04,repjohnlewis,MacTXPress,RepBobbyRush,SenJohnsonSD,collinpeterson,repbenraylujan,USRepMikeDoyle,AnderCrenshaw,DrPhilRoe,Randy_Forbes,BennieGThompson,SaxbyChambliss,CongressmanDan,CynthiaLummis,repgregwalden,RepInsleeNews,RepJimMatheson,RepJohnDuncanJr,Robert_Aderholt,RepHowardBerman,congbillposey,HowardCoble,RepBerkley,RepJerryLewis,EdTowns,SamsPressShop,RepBrady,Rep_Hunter,BuckMcKeon,RepGaryMiller,HerreraBeutler,mikecapuano,RepFrankLucas,RepPeteKing,CandiceMiller,CongMikeSimpson,RepCliffStearns,BlumenauerMedia,RepMcClintock,USSenScottBrown,LuisGutierrez,RepRonPaul,SenBillNelson,RepMcCarthyNY,LeonardBoswell,DanaRohrabacher,BachusAL06,DuncanHunter,jeffsessions,EleanorNorton,MikeKellyforPA,RandPaul,RepRobBishop,SenToddYoung,RepHuizenga,RepJoseSerrano,RepSusanDavis,USRepKeating,RepWalterJones,ChrisCoons,RepCohen,RepDannyDavis,ChelliePingree,repblumenauer,RepJimCooper,RepSires,RepLloydDoggett,Repkirkpatrick,RepAlGreen,RepJudyChu,SenatorCantwell,RepDavidEPrice,SecPompeo,MartinHeinrich,justinamash,DevinNunes,GraceNapolitano,RepChuck,RepEliotEngel
repjohnlewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,4,0,0,3,0,4,0,7,0,5,0,6,2,0,0,0,4,1,0,0,5,0,0,0,0,5,0,0,6,0,9,7,0,4,0,4,4,0,0,2,0,4,2,0,6,0,0,5,0,4,0,2,13,0,0,0,1,7,0,0,4,1,0,5,0,8,1,0,5,4,0,0,4,5,0,6,4,5,0,0,9,0,0,3,0,3,3,0,0,3,0,3,2,0,2,0,1,0,0,0,7,0,2,0,4,2,0,2,5,0,6,0,1,0,0,2,0,0,0,3,6,11,1,0,0,4,0,2,0,5,1,0,3,3,0,0,4,8,0,0,2,0,1,5,0,0,2,0,0,3,4,2,2,0,0,3,4,7,2,2,0,2,4,1,3,0,2,0,0,0,0,1,0,0,3,0,5,2,1,1,1,1,1,0,2,2,3,0,4,0,0,7,0,0,3,3,3,0,1,4,1,1,2,2,2,2,0,1,0,1,0,4,2,0,6,2,0,3,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
MacTXPress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,6,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,12,0,0,0,0,0,0,7,0,0,6,3,0,7,0,15,0,3,0,3,0,15,9,0,0,0,3,11,0,0,3,0,0,0,0,14,0,0,7,0,3,7,0,6,0,8,12,0,0,12,0,10,11,0,14,0,0,11,0,14,0,1,9,0,0,0,3,4,0,0,8,0,0,19,0,6,2,0,14,4,0,0,11,4,0,7,16,6,0,0,6,0,0,13,0,2,4,0,0,1,0,3,12,0,8,0,1,4,0,0,6,0,4,0,1,2,0,6,5,0,3,0,3,0,0,2,0,0,0,3,4,8,3,4,0,5,0,4,0,3,7,0,6,10,0,5,11,5,1,0,9,0,3,6,0,0,6,4,0,2,9,9,3,0,0,7,14,7,5,5,2,6,3,2,8,0,5,0,0,0,0,1,3,3,4,3,5,3,5,4,4,0,1,0,6,6,8,0,9,0,1,4,0,3,0,2,7,0,1,1,2,0,5,0,3,6,1,4,0,2,0,5,3,0,9,2,0,4,0,1,0,0,1,2,0,0,1,2,3,0,2,1,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,7,0
RepBobbyRush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,4,1,0,5,0,4,0,4,0,5,0,7,2,0,0,0,3,2,0,0,5,0,0,0,0,7,0,0,1,0,7,6,0,1,0,1,4,0,0,4,0,5,1,0,4,0,0,3,1,6,0,2,6,0,0,0,0,7,0,0,4,1,0,4,0,3,1,0,6,3,0,0,6,6,0,4,3,7,0,0,8,0,0,2,0,3,0,0,0,6,0,5,1,0,1,0,0,2,0,0,4,0,3,0,8,0,0,2,6,0,2,0,2,0,0,0,0,0,0,1,3,7,2,1,0,3,0,2,0,1,3,0,4,2,0,3,5,5,1,0,1,0,2,3,0,0,1,2,0,5,1,1,3,0,0,3,2,0,1,2,0,1,4,1,1,0,0,0,0,0,0,1,3,1,2,0,5,1,2,3,1,2,2,0,1,3,2,0,3,0,1,3,0,3,2,0,2,0,1,3,0,1,1,2,1,0,0,1,0,0,0,4,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0
SenJohnsonSD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,2,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,7,2,0,5,0,11,0,6,0,3,0,8,6,0,0,0,1,7,0,0,9,0,0,0,0,9,0,0,8,0,13,18,0,6,0,8,12,0,0,6,0,6,8,0,8,0,0,6,0,9,0,10,15,0,0,0,0,13,0,0,14,0,0,7,0,13,1,0,9,6,0,0,5,2,0,4,15,5,0,0,13,0,0,7,0,13,1,0,0,4,0,3,6,0,4,0,1,0,0,0,6,0,4,0,6,2,0,4,3,0,10,0,3,0,0,5,0,0,0,3,10,19,2,4,0,6,0,2,0,6,6,0,7,4,0,3,7,4,2,0,3,0,9,6,0,0,2,0,0,6,4,2,1,0,0,4,6,8,2,4,1,4,2,5,2,0,3,0,0,0,0,1,0,1,2,5,3,1,4,2,1,1,3,0,5,2,8,0,10,0,0,4,0,3,7,2,0,0,0,3,1,1,1,0,4,2,1,1,0,3,0,2,2,0,5,7,0,4,0,2,0,0,0,0,0,0,1,2,1,1,1,0,1,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5,0
collinpeterson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
repbenraylujan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USRepMikeDoyle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,2,0,5,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,3,0,4,4,0,2,0,2,1,0,0,1,0,1,0,0,3,0,0,0,0,1,0,2,5,0,0,0,0,6,0,0,4,0,0,2,0,3,1,0,3,0,0,0,2,3,0,4,3,5,0,0,5,0,0,1,0,2,2,0,0,5,0,2,0,0,1,0,0,0,0,0,5,0,0,0,5,0,0,1,5,0,5,0,0,0,0,0,0,0,0,3,2,5,0,0,0,1,0,1,0,4,0,0,1,0,0,0,2,4,0,0,1,0,1,4,0,0,0,0,0,3,1,0,2,0,0,2,2,1,0,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,3,0,4,2,1,0,1,2,1,0,2,0,2,0,2,0,0,0,0,4,1,3,3,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AnderCrenshaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,2,0,5,0,1,0,0,0,4,3,0,0,0,2,4,0,0,0,0,0,0,0,4,0,0,2,0,1,2,0,2,0,3,4,0,0,5,0,2,3,0,5,0,0,5,0,2,0,2,2,0,0,0,1,1,0,0,1,0,0,5,0,2,2,0,5,2,0,0,4,1,0,1,4,2,0,0,1,0,0,4,0,2,2,0,0,0,0,2,4,0,2,0,1,1,0,0,0,0,3,0,2,1,0,4,0,0,1,0,1,0,0,2,0,0,0,1,1,2,2,1,0,4,0,2,0,1,6,0,2,3,0,2,3,1,0,0,3,0,1,0,0,0,2,1,0,2,4,2,0,0,0,3,2,3,3,1,0,0,1,2,3,0,4,0,0,0,0,1,0,0,1,1,1,2,0,4,1,0,0,0,1,2,2,0,2,0,0,1,0,1,2,0,1,0,0,0,0,0,2,1,3,2,0,3,0,1,0,3,2,0,4,2,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
DrPhilRoe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,0,2,0,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,2,2,0,0,1,0,3,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Randy_Forbes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,1,0,0,3,0,5,0,1,0,2,0,9,4,0,0,0,3,5,0,0,1,0,0,0,0,8,0,0,2,0,1,1,0,3,0,8,7,0,0,7,0,4,3,0,10,0,0,4,0,7,0,1,2,0,0,0,2,1,0,0,1,0,0,8,0,1,1,0,8,1,0,0,4,2,0,3,7,1,0,0,1,0,0,9,0,1,5,0,0,0,0,1,8,0,7,0,1,3,0,0,1,0,5,0,0,1,0,6,3,0,3,0,5,0,0,1,0,0,0,2,1,1,3,1,0,4,0,2,0,1,5,0,2,3,0,3,9,2,2,0,6,0,2,1,0,0,4,5,0,1,7,5,2,0,0,6,4,3,6,1,0,2,2,2,5,0,3,0,0,0,0,1,3,2,1,0,2,1,1,3,4,0,0,0,2,4,3,0,3,0,1,1,0,2,5,1,1,0,0,1,2,1,0,0,1,4,0,4,0,1,0,7,1,1,8,1,0,2,0,0,0,0,1,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0
BennieGThompson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,1,0,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,1,1,1,0,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,2,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
SaxbyChambliss,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,1,1,0,4,0,16,0,2,0,2,0,7,7,0,0,0,9,5,0,0,2,0,0,0,0,6,0,0,2,0,4,3,0,2,0,3,10,0,0,8,0,3,3,0,8,0,0,3,1,6,0,2,2,0,0,0,2,2,0,0,4,1,0,7,0,1,1,0,5,3,0,0,7,0,0,4,6,2,0,0,3,0,0,7,0,4,0,0,0,1,0,3,6,0,4,0,0,2,0,0,2,0,1,0,3,1,0,5,2,0,2,0,4,0,0,2,0,0,0,0,3,4,3,4,0,3,0,5,0,1,5,0,8,1,0,2,7,3,2,0,3,0,5,2,0,0,1,1,0,2,6,2,0,0,0,3,5,7,2,4,2,1,1,1,1,0,3,0,0,0,0,2,1,0,3,4,1,1,0,2,4,1,1,0,3,2,4,0,2,0,1,4,0,2,3,1,4,0,0,0,3,0,1,1,0,4,0,0,0,0,0,2,3,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0
